,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
109,2020-05-10,18877.25718951392,7579.1676141129665,33683.25300289242,18877.25718951392,18877.25718951392,1325.3559511845417,1325.3559511845417,1325.3559511845417,1325.3559511845417,1325.3559511845417,1325.3559511845417,0.0,0.0,0.0,20202.61314069846
110,2020-05-11,21453.650502001456,7459.5715385635785,34313.13705058035,21453.650502001456,21453.650502001456,-910.7949801535852,-910.7949801535852,-910.7949801535852,-910.7949801535852,-910.7949801535852,-910.7949801535852,0.0,0.0,0.0,20542.85552184787
111,2020-05-12,24030.043814488992,9126.008633826768,37501.273994503776,24030.043814488992,24030.043814488992,-949.2793479603657,-949.2793479603657,-949.2793479603657,-949.2793479603657,-949.2793479603657,-949.2793479603657,0.0,0.0,0.0,23080.764466528628
112,2020-05-13,26606.437126976525,11442.194602874517,39105.62738134105,26606.437126976525,26606.437126976525,-986.076844276702,-986.076844276702,-986.076844276702,-986.076844276702,-986.076844276702,-986.076844276702,0.0,0.0,0.0,25620.360282699825
113,2020-05-14,29182.83043946406,14626.364737140411,43822.348708063575,29182.83043946406,29182.83043946406,-93.46433074446021,-93.46433074446021,-93.46433074446021,-93.46433074446021,-93.46433074446021,-93.46433074446021,0.0,0.0,0.0,29089.3661087196
114,2020-05-15,31759.22375195156,18594.270971896098,46264.99517311604,31759.22375195156,31759.22375195156,397.7322624258563,397.7322624258563,397.7322624258563,397.7322624258563,397.7322624258563,397.7322624258563,0.0,0.0,0.0,32156.956014377414
115,2020-05-16,35111.70396404871,23822.195431522552,50345.83214237427,35111.70396404871,35111.70396404871,1216.5272895203225,1216.5272895203225,1216.5272895203225,1216.5272895203225,1216.5272895203225,1216.5272895203225,0.0,0.0,0.0,36328.231253569036
116,2020-05-17,38464.18417614586,26085.63731704747,53043.32020064628,38464.18417614586,38464.18417614586,1325.3559511824194,1325.3559511824194,1325.3559511824194,1325.3559511824194,1325.3559511824194,1325.3559511824194,0.0,0.0,0.0,39789.540127328284
117,2020-05-18,41816.664388243014,26243.196785552784,55230.78305123701,41816.664388243014,41816.664388243014,-910.7949801492246,-910.7949801492246,-910.7949801492246,-910.7949801492246,-910.7949801492246,-910.7949801492246,0.0,0.0,0.0,40905.86940809379
118,2020-05-19,45169.144600340085,30350.987807684185,58788.36179383194,45169.144600340085,45169.144600340085,-949.2793479598116,-949.2793479598116,-949.2793479598116,-949.2793479598116,-949.2793479598116,-949.2793479598116,0.0,0.0,0.0,44219.865252380274
119,2020-05-20,48521.624812437236,32848.06609059227,60771.91356663652,48521.624812437236,48521.624812437236,-986.0768442758526,-986.0768442758526,-986.0768442758526,-986.0768442758526,-986.0768442758526,-986.0768442758526,0.0,0.0,0.0,47535.54796816138
120,2020-05-21,51874.105024534234,38347.872298587274,65958.38147691592,51874.105024534234,51874.105024534234,-93.4643307446943,-93.4643307446943,-93.4643307446943,-93.4643307446943,-93.4643307446943,-93.4643307446943,0.0,0.0,0.0,51780.64069378954
121,2020-05-22,55324.99184121825,40962.85903194061,69100.5512066753,55324.99184121825,55324.99184121825,397.73226242713866,397.73226242713866,397.73226242713866,397.73226242713866,397.73226242713866,397.73226242713866,0.0,0.0,0.0,55722.72410364539
122,2020-05-23,58775.87865790227,46103.80891996286,74365.05063602011,58775.87865790227,58775.87865790227,1216.5272895225062,1216.5272895225062,1216.5272895225062,1216.5272895225062,1216.5272895225062,1216.5272895225062,0.0,0.0,0.0,59992.40594742478
123,2020-05-24,62226.7654745863,49716.92165282254,78012.63317326707,62226.7654745863,62226.7654745863,1325.3559511869785,1325.3559511869785,1325.3559511869785,1325.3559511869785,1325.3559511869785,1325.3559511869785,0.0,0.0,0.0,63552.12142577327
124,2020-05-25,65677.65229127031,51121.39766537156,77885.62286329774,65677.65229127031,65677.65229127031,-910.7949801499258,-910.7949801499258,-910.7949801499258,-910.7949801499258,-910.7949801499258,-910.7949801499258,0.0,0.0,0.0,64766.85731112038
125,2020-05-26,69128.53910795426,54238.92470676466,81076.11346989348,69128.53910795426,69128.53910795426,-949.2793479598364,-949.2793479598364,-949.2793479598364,-949.2793479598364,-949.2793479598364,-949.2793479598364,0.0,0.0,0.0,68179.25975999443
126,2020-05-27,72579.42592463836,57915.19368965674,85734.88585705553,72579.42592463836,72579.42592463836,-986.0768442750034,-986.0768442750034,-986.0768442750034,-986.0768442750034,-986.0768442750034,-986.0768442750034,0.0,0.0,0.0,71593.34908036336
127,2020-05-28,76207.91191377208,62051.134124986624,89642.14756286288,76207.91191377208,76207.91191377208,-93.46433074421265,-93.46433074421265,-93.46433074421265,-93.46433074421265,-93.46433074421265,-93.46433074421265,0.0,0.0,0.0,76114.44758302787
128,2020-05-29,79836.3979029059,66277.79682336289,94289.35987438605,79836.3979029059,79836.3979029059,397.7322624244893,397.7322624244893,397.7322624244893,397.7322624244893,397.7322624244893,397.7322624244893,0.0,0.0,0.0,80234.13016533038
129,2020-05-30,83464.88389203962,71723.53347187044,98719.07133501284,83464.88389203962,83464.88389203962,1216.5272895246896,1216.5272895246896,1216.5272895246896,1216.5272895246896,1216.5272895246896,1216.5272895246896,0.0,0.0,0.0,84681.41118156431
130,2020-05-31,87093.36988117335,73671.21645735564,103485.20772821232,87093.36988117335,87093.36988117335,1325.355951186395,1325.355951186395,1325.355951186395,1325.355951186395,1325.355951186395,1325.355951186395,0.0,0.0,0.0,88418.72583235975
131,2020-06-01,90721.85587030707,76207.7984499619,103077.2533192226,90721.85587030707,90721.85587030707,-910.7949801511595,-910.7949801511595,-910.7949801511595,-910.7949801511595,-910.7949801511595,-910.7949801511595,0.0,0.0,0.0,89811.06089015592
132,2020-06-02,94350.34185944096,79828.58071624073,107767.8796493127,94350.34185944096,94350.34185944096,-949.2793479598608,-949.2793479598608,-949.2793479598608,-949.2793479598608,-949.2793479598608,-949.2793479598608,0.0,0.0,0.0,93401.0625114811
133,2020-06-03,97978.82821621359,82931.76025914733,110585.95355700894,97978.82821621359,97978.82821621359,-986.0768442757293,-986.0768442757293,-986.0768442757293,-986.0768442757293,-986.0768442757293,-986.0768442757293,0.0,0.0,0.0,96992.75137193786
134,2020-06-04,101607.31457298622,86903.85846594874,115065.66615435983,101607.31457298622,101607.31457298622,-93.46433074670684,-93.46433074670684,-93.46433074670684,-93.46433074670684,-93.46433074670684,-93.46433074670684,0.0,0.0,0.0,101513.85024223951
135,2020-06-05,105235.80092975892,91926.35006860296,119948.26102001556,105235.80092975892,105235.80092975892,397.73226242327434,397.73226242327434,397.73226242327434,397.73226242327434,397.73226242327434,397.73226242327434,0.0,0.0,0.0,105633.53319218219
136,2020-06-06,108864.28728653154,96502.45701497575,123249.813006142,108864.28728653154,108864.28728653154,1216.527289522394,1216.527289522394,1216.527289522394,1216.527289522394,1216.527289522394,1216.527289522394,0.0,0.0,0.0,110080.81457605393
137,2020-06-07,112492.77364330424,99396.11748049705,128123.18003476839,112492.77364330424,112492.77364330424,1325.3559511858114,1325.3559511858114,1325.3559511858114,1325.3559511858114,1325.3559511858114,1325.3559511858114,0.0,0.0,0.0,113818.12959449006
138,2020-06-08,116121.26383551492,101347.11152656782,128422.91119592972,116121.26383551492,116121.26383551492,-910.7949801523932,-910.7949801523932,-910.7949801523932,-910.7949801523932,-910.7949801523932,-910.7949801523932,0.0,0.0,0.0,115210.46885536253
139,2020-06-09,119749.75402772568,104133.57090934367,131436.35253719054,119749.75402772568,119749.75402772568,-949.2793479604753,-949.2793479604753,-949.2793479604753,-949.2793479604753,-949.2793479604753,-949.2793479604753,0.0,0.0,0.0,118800.4746797652
140,2020-06-10,123378.24421993634,107563.2249089116,136286.3830253964,123378.24421993634,123378.24421993634,-986.0768442733041,-986.0768442733041,-986.0768442733041,-986.0768442733041,-986.0768442733041,-986.0768442733041,0.0,0.0,0.0,122392.16737566303
141,2020-06-11,127006.7344121471,113243.02957861208,140518.98534850337,127006.7344121471,127006.7344121471,-93.46433074468078,-93.46433074468078,-93.46433074468078,-93.46433074468078,-93.46433074468078,-93.46433074468078,0.0,0.0,0.0,126913.27008140241
142,2020-06-12,130635.22460435776,115963.59791439644,145039.91730578922,130635.22460435776,130635.22460435776,397.73226242455684,397.73226242455684,397.73226242455684,397.73226242455684,397.73226242455684,397.73226242455684,0.0,0.0,0.0,131032.95686678232
143,2020-06-13,134263.7147965686,122120.94532556602,148797.14375648563,134263.7147965686,134263.7147965686,1216.5272895245778,1216.5272895245778,1216.5272895245778,1216.5272895245778,1216.5272895245778,1216.5272895245778,0.0,0.0,0.0,135480.24208609317
144,2020-06-14,148487.48132646526,135782.62426832665,164348.2080030795,148487.48132646526,148487.48132646526,1325.3559511888316,1325.3559511888316,1325.3559511888316,1325.3559511888316,1325.3559511888316,1325.3559511888316,0.0,0.0,0.0,149812.8372776541
145,2020-06-15,162711.24785636162,147828.8737268329,175986.49771200633,162711.24785636162,162711.24785636162,-910.794980153627,-910.794980153627,-910.794980153627,-910.794980153627,-910.794980153627,-910.794980153627,0.0,0.0,0.0,161800.452876208
146,2020-06-16,176935.01438625858,161687.0763156137,189397.0687158296,176935.01438625858,176935.01438625858,-949.2793479599212,-949.2793479599212,-949.2793479599212,-949.2793479599212,-949.2793479599212,-949.2793479599212,0.0,0.0,0.0,175985.73503829865
147,2020-06-17,191158.78091615494,176829.21642018604,203774.25984080293,191158.78091615494,191158.78091615494,-986.0768442740303,-986.0768442740303,-986.0768442740303,-986.0768442740303,-986.0768442740303,-986.0768442740303,0.0,0.0,0.0,190172.7040718809
148,2020-06-18,205382.5474460516,191923.5755263929,219702.51284540712,205382.5474460516,205382.5474460516,-93.46433074491488,-93.46433074491488,-93.46433074491488,-93.46433074491488,-93.46433074491488,-93.46433074491488,0.0,0.0,0.0,205289.0831153067
149,2020-06-19,219606.31397594797,206778.32505164613,232738.5651004258,219606.31397594797,219606.31397594797,397.7322624258391,397.7322624258391,397.7322624258391,397.7322624258391,397.7322624258391,397.7322624258391,0.0,0.0,0.0,220004.04623837382
150,2020-06-20,233830.08050584493,221872.49189746834,249428.42056604323,233830.08050584493,233830.08050584493,1216.5272895220226,1216.5272895220226,1216.5272895220226,1216.5272895220226,1216.5272895220226,1216.5272895220226,0.0,0.0,0.0,235046.60779536696
151,2020-06-21,248053.8470357416,236124.93889066973,262587.7215339533,248053.8470357416,248053.8470357416,1325.3559511897868,1325.3559511897868,1325.3559511897868,1325.3559511897868,1325.3559511897868,1325.3559511897868,0.0,0.0,0.0,249379.2029869314
152,2020-06-22,262277.61356563796,248302.88594422722,274795.91765347536,262277.61356563796,262277.61356563796,-910.7949801543282,-910.7949801543282,-910.7949801543282,-910.7949801543282,-910.7949801543282,-910.7949801543282,0.0,0.0,0.0,261366.81858548365
153,2020-06-23,276501.3800955346,262291.0348208946,288743.18232930766,276501.3800955346,276501.3800955346,-949.2793479605245,-949.2793479605245,-949.2793479605245,-949.2793479605245,-949.2793479605245,-949.2793479605245,0.0,0.0,0.0,275552.10074757406
154,2020-06-24,290725.14662543096,276442.27295700775,303645.81989703706,290725.14662543096,290725.14662543096,-986.0768442747561,-986.0768442747561,-986.0768442747561,-986.0768442747561,-986.0768442747561,-986.0768442747561,0.0,0.0,0.0,289739.0697811562
155,2020-06-25,304948.91315532796,289163.3153589469,318202.32486934186,304948.91315532796,304948.91315532796,-93.46433074669336,-93.46433074669336,-93.46433074669336,-93.46433074669336,-93.46433074669336,-93.46433074669336,0.0,0.0,0.0,304855.4488245813
156,2020-06-26,319172.6796852243,306663.581197889,333525.39783612086,319172.6796852243,319172.6796852243,397.73226242712167,397.73226242712167,397.73226242712167,397.73226242712167,397.73226242712167,397.73226242712167,0.0,0.0,0.0,319570.4119476514
157,2020-06-27,333396.44621512096,320140.4660265,347716.02550817194,333396.44621512096,333396.44621512096,1216.5272895219662,1216.5272895219662,1216.5272895219662,1216.5272895219662,1216.5272895219662,1216.5272895219662,0.0,0.0,0.0,334612.9735046429
158,2020-06-28,347620.2127450173,336389.4953562257,362872.4872835035,347620.2127450174,347620.2127450174,1325.3559511876647,1325.3559511876647,1325.3559511876647,1325.3559511876647,1325.3559511876647,1325.3559511876647,0.0,0.0,0.0,348945.568696205
159,2020-06-29,361843.9792749143,346798.1502373457,374571.50858717214,361843.9792749143,361843.9792749143,-910.7949801555619,-910.7949801555619,-910.7949801555619,-910.7949801555619,-910.7949801555619,-910.7949801555619,0.0,0.0,0.0,360933.1842947588
160,2020-06-30,376067.74580481066,361340.86568347865,389020.9482575052,376067.74580481066,376067.74580481066,-949.2793479599706,-949.2793479599706,-949.2793479599706,-949.2793479599706,-949.2793479599706,-949.2793479599706,0.0,0.0,0.0,375118.4664568507
161,2020-07-01,390291.5123347073,375727.7864960235,403047.5534897103,390291.5123347073,390291.5123347073,-986.07684427661,-986.07684427661,-986.07684427661,-986.07684427661,-986.07684427661,-986.07684427661,0.0,0.0,0.0,389305.4354904307
162,2020-07-02,404515.278864604,390676.8439910214,418754.83144160436,404515.278864604,404515.278864604,-93.46433074692742,-93.46433074692742,-93.46433074692742,-93.46433074692742,-93.46433074692742,-93.46433074692742,0.0,0.0,0.0,404421.8145338571
163,2020-07-03,418739.04539450037,405250.5964522571,432131.2193985197,418739.04539450037,418739.04539450037,397.7322624259068,397.7322624259068,397.7322624259068,397.7322624259068,397.7322624259068,397.7322624259068,0.0,0.0,0.0,419136.77765692625
164,2020-07-04,432962.8119243973,420493.53486079985,448038.9353273957,432962.8119243973,432962.8119243973,1216.5272895219102,1216.5272895219102,1216.5272895219102,1216.5272895219102,1216.5272895219102,1216.5272895219102,0.0,0.0,0.0,434179.33921391924
165,2020-07-05,447186.57845429366,434767.2524989891,461997.06390771124,447186.57845429366,447186.57845429366,1325.3559511855428,1325.3559511855428,1325.3559511855428,1325.3559511855428,1325.3559511855428,1325.3559511855428,0.0,0.0,0.0,448511.93440547923
166,2020-07-06,461410.34498419036,447099.87094401714,474807.3988584719,461410.34498419036,461410.34498419036,-910.7949801506687,-910.7949801506687,-910.7949801506687,-910.7949801506687,-910.7949801506687,-910.7949801506687,0.0,0.0,0.0,460499.5500040397
167,2020-07-07,475634.1115140867,461245.61990888667,487886.0240299317,475634.1115140867,475634.1115140867,-949.2793479599951,-949.2793479599951,-949.2793479599951,-949.2793479599951,-949.2793479599951,-949.2793479599951,0.0,0.0,0.0,474684.8321661267
168,2020-07-08,489857.87804398366,475800.3056522664,502777.6586085824,489857.87804398366,489857.87804398366,-986.0768442757604,-986.0768442757604,-986.0768442757604,-986.0768442757604,-986.0768442757604,-986.0768442757604,0.0,0.0,0.0,488871.8011997079
169,2020-07-09,504081.64457388,490483.55339826987,518232.4933256408,504081.64457388,504081.64457388,-93.4643307449014,-93.4643307449014,-93.4643307449014,-93.4643307449014,-93.4643307449014,-93.4643307449014,0.0,0.0,0.0,503988.1802431351
170,2020-07-10,518305.4111037767,504678.1832707201,532508.0545579788,518305.4111037767,518305.4111037767,397.7322624296863,397.7322624296863,397.7322624296863,397.7322624296863,397.7322624296863,397.7322624296863,0.0,0.0,0.0,518703.1433662064
171,2020-07-11,532529.1776336734,519703.6066936876,548579.2535921673,532529.1776336734,532529.1776336734,1216.527289524094,1216.527289524094,1216.527289524094,1216.527289524094,1216.527289524094,1216.527289524094,0.0,0.0,0.0,533745.7049231975
172,2020-07-12,546752.9441635697,533693.8783179785,561739.9137947465,546752.9441635697,546752.9441635697,1325.355951186498,1325.355951186498,1325.355951186498,1325.355951186498,1325.355951186498,1325.355951186498,0.0,0.0,0.0,548078.3001147562
173,2020-07-13,560976.7106934667,546020.8521202024,573531.4817557443,560976.7106934667,560976.7106934667,-910.7949801519025,-910.7949801519025,-910.7949801519025,-910.7949801519025,-910.7949801519025,-910.7949801519025,0.0,0.0,0.0,560065.9157133148
174,2020-07-14,575200.477223363,560789.5954383167,586840.763815057,575200.477223363,575200.477223363,-949.2793479600199,-949.2793479600199,-949.2793479600199,-949.2793479600199,-949.2793479600199,-949.2793479600199,0.0,0.0,0.0,574251.197875403
175,2020-07-15,589424.2437532598,574196.1958919895,602340.2170975481,589424.2437532598,589424.2437532598,-986.0768442749107,-986.0768442749107,-986.0768442749107,-986.0768442749107,-986.0768442749107,-986.0768442749107,0.0,0.0,0.0,588438.1669089849
176,2020-07-16,603648.0102831561,589518.4088249689,616282.0705739816,603648.0102831561,603648.0102831561,-93.4643307428753,-93.4643307428753,-93.4643307428753,-93.4643307428753,-93.4643307428753,-93.4643307428753,0.0,0.0,0.0,603554.5459524132
177,2020-07-17,617871.7768130531,603453.6851636419,632683.689987369,617871.7768130531,617871.7768130531,397.7322624245398,397.7322624245398,397.7322624245398,397.7322624245398,397.7322624245398,397.7322624245398,0.0,0.0,0.0,618269.5090754776
178,2020-07-18,632095.5433429494,619233.1580852813,647526.6029000295,632095.5433429494,632095.5433429494,1216.527289521538,1216.527289521538,1216.527289521538,1216.527289521538,1216.527289521538,1216.527289521538,0.0,0.0,0.0,633312.0706324709
179,2020-07-19,646319.3098728461,634558.144862275,661226.5395964733,646319.3098728461,646319.3098728461,1325.3559511843757,1325.3559511843757,1325.3559511843757,1325.3559511843757,1325.3559511843757,1325.3559511843757,0.0,0.0,0.0,647644.6658240305
180,2020-07-20,660543.0764027428,645598.1600554491,673135.2727378949,660543.0764027428,660543.0764027428,-910.7949801526034,-910.7949801526034,-910.7949801526034,-910.7949801526034,-910.7949801526034,-910.7949801526034,0.0,0.0,0.0,659632.2814225901
181,2020-07-21,674766.8429326394,660899.8501934658,688376.7757884008,674727.9642806093,674883.3455240267,-949.2793479600447,-949.2793479600447,-949.2793479600447,-949.2793479600447,-949.2793479600447,-949.2793479600447,0.0,0.0,0.0,673817.5635846794
182,2020-07-22,688990.6094625357,674368.157367999,702150.7622452537,688572.7184620898,689494.8538814283,-986.0768442783404,-986.0768442783404,-986.0768442783404,-986.0768442783404,-986.0768442783404,-986.0768442783404,0.0,0.0,0.0,688004.5326182573
183,2020-07-23,703214.3759924325,689871.0798334304,717920.6593279317,702233.3525508872,704067.3446361388,-93.4643307453695,-93.4643307453695,-93.4643307453695,-93.4643307453695,-93.4643307453695,-93.4643307453695,0.0,0.0,0.0,703120.9116616871
184,2020-07-24,717438.1425223291,702146.5094021205,731198.1338914605,715820.1360874512,718933.1569568783,397.7322624258221,397.7322624258221,397.7322624258221,397.7322624258221,397.7322624258221,397.7322624258221,0.0,0.0,0.0,717835.8747847549
185,2020-07-25,731661.9090522258,719239.6632006054,746591.0518207774,729523.1919594423,733913.7298748404,1216.527289521482,1216.527289521482,1216.527289521482,1216.527289521482,1216.527289521482,1216.527289521482,0.0,0.0,0.0,732878.4363417473
186,2020-07-26,745885.675582122,732199.3510503746,760601.1875378236,742980.4550859588,748857.6650349476,1325.3559511837923,1325.3559511837923,1325.3559511837923,1325.3559511837923,1325.3559511837923,1325.3559511837923,0.0,0.0,0.0,747211.0315333059
187,2020-07-27,760109.4421120188,743733.2129102593,774023.7329655616,756427.6544556074,763748.3333274856,-910.7949801543699,-910.7949801543699,-910.7949801543699,-910.7949801543699,-910.7949801543699,-910.7949801543699,0.0,0.0,0.0,759198.6471318644
188,2020-07-28,774333.2086419155,758792.8783008867,788382.1866992408,769878.2733529012,778870.7388426955,-949.2793479600803,-949.2793479600803,-949.2793479600803,-949.2793479600803,-949.2793479600803,-949.2793479600803,0.0,0.0,0.0,773383.9292939554
189,2020-07-29,788556.9751718121,771821.5901920828,803977.6544808862,783152.8623868049,794047.7959707238,-986.0768442759155,-986.0768442759155,-986.0768442759155,-986.0768442759155,-986.0768442759155,-986.0768442759155,0.0,0.0,0.0,787570.8983275362
190,2020-07-30,802780.7417017088,786766.3339163293,818957.5112776933,796334.5192720465,809424.4937737552,-93.46433074334344,-93.46433074334344,-93.46433074334344,-93.46433074334344,-93.46433074334344,-93.46433074334344,0.0,0.0,0.0,802687.2773709655
191,2020-07-31,817004.5082316052,801066.999355903,833562.8231856624,809846.1508351322,824640.3364365745,397.7322624271044,397.7322624271044,397.7322624271044,397.7322624271044,397.7322624271044,397.7322624271044,0.0,0.0,0.0,817402.2404940323
192,2020-08-01,831228.2747615018,816624.0587725422,849892.8833438833,822893.397396089,839746.9274492434,1216.5272895214264,1216.5272895214264,1216.5272895214264,1216.5272895214264,1216.5272895214264,1216.5272895214264,0.0,0.0,0.0,832444.8020510232
193,2020-08-02,845452.0412913985,829764.4635779066,864222.6466121523,836195.8477668427,855024.8509423283,1325.3559511868125,1325.3559511868125,1325.3559511868125,1325.3559511868125,1325.3559511868125,1325.3559511868125,0.0,0.0,0.0,846777.3972425853
194,2020-08-03,859675.8078212951,840397.9198382385,875748.0698832842,849476.168450625,870531.1971137607,-910.7949801550711,-910.7949801550711,-910.7949801550711,-910.7949801550711,-910.7949801550711,-910.7949801550711,0.0,0.0,0.0,858765.01284114
195,2020-08-04,873899.5743511915,853868.3378362269,891342.9260483771,862617.436362331,886415.9234045087,-949.2793479601047,-949.2793479601047,-949.2793479601047,-949.2793479601047,-949.2793479601047,-949.2793479601047,0.0,0.0,0.0,872950.2950032314
196,2020-08-05,888123.3408810882,867402.9893481771,907983.6510327251,875790.0059785964,901788.7388376812,-986.0768442766415,-986.0768442766415,-986.0768442766415,-986.0768442766415,-986.0768442766415,-986.0768442766415,0.0,0.0,0.0,887137.2640368115
197,2020-08-06,902347.1074109852,882281.2264416153,923811.9200153134,888953.4544205179,917305.2095690627,-93.46433074357752,-93.46433074357752,-93.46433074357752,-93.46433074357752,-93.46433074357752,-93.46433074357752,0.0,0.0,0.0,902253.6430802416
198,2020-08-07,916570.8739408815,898161.8962816771,939891.0016040284,901894.5069828924,933024.0732972266,397.7322624283867,397.7322624283867,397.7322624283867,397.7322624283867,397.7322624283867,397.7322624283867,0.0,0.0,0.0,916968.6062033098
199,2020-08-08,930794.6404707785,910548.1394056902,954238.3321196941,914706.6485949871,948376.9115303878,1216.5272895236103,1216.5272895236103,1216.5272895236103,1216.5272895236103,1216.5272895236103,1216.5272895236103,0.0,0.0,0.0,932011.1677603021
200,2020-08-09,945018.4070006742,921900.2579174939,970124.5890095832,927786.8531211357,964075.5741784819,1325.3559511877675,1325.3559511877675,1325.3559511877675,1325.3559511877675,1325.3559511877675,1325.3559511877675,0.0,0.0,0.0,946343.762951862
201,2020-08-10,959242.1735305712,934700.4467287938,983401.2694191537,940367.4067049891,979826.634706299,-910.794980155772,-910.794980155772,-910.794980155772,-910.794980155772,-910.794980155772,-910.794980155772,0.0,0.0,0.0,958331.3785504154
202,2020-08-11,973465.9400604682,948697.1558098885,998495.8909477543,952963.1322774119,995925.9551557715,-949.2793479601295,-949.2793479601295,-949.2793479601295,-949.2793479601295,-949.2793479601295,-949.2793479601295,0.0,0.0,0.0,972516.660712508
203,2020-08-12,987689.7065903645,959602.7008306839,1012872.1018053077,965709.0470243957,1011660.9129649822,-986.0768442757919,-986.0768442757919,-986.0768442757919,-986.0768442757919,-986.0768442757919,-986.0768442757919,0.0,0.0,0.0,986703.6297460886
204,2020-08-13,1001913.4731202609,975818.9887140167,1032079.168869049,979006.1738855573,1027124.5079423056,-93.46433074535602,-93.46433074535602,-93.46433074535602,-93.46433074535602,-93.46433074535602,-93.46433074535602,0.0,0.0,0.0,1001820.0087895155
205,2020-08-14,1016137.2396501572,988450.3533178836,1047845.2524446578,991906.165390173,1042906.9411984952,397.73226242324023,397.73226242324023,397.73226242324023,397.73226242324023,397.73226242324023,397.73226242324023,0.0,0.0,0.0,1016534.9719125804
206,2020-08-15,1030361.0061800542,1001392.7903635796,1064752.6552051934,1004642.5633317687,1058781.4572120486,1216.5272895213145,1216.5272895213145,1216.5272895213145,1216.5272895213145,1216.5272895213145,1216.5272895213145,0.0,0.0,0.0,1031577.5334695755
207,2020-08-16,1044584.7727099512,1013925.3430789615,1082311.3493638684,1017223.2708797907,1074270.639105923,1325.3559511856456,1325.3559511856456,1325.3559511856456,1325.3559511856456,1325.3559511856456,1325.3559511856456,0.0,0.0,0.0,1045910.1286611368
208,2020-08-17,1058808.5392398476,1026911.0443732552,1092698.360520158,1030181.1201551361,1090515.631800879,-910.7949801575386,-910.7949801575386,-910.7949801575386,-910.7949801575386,-910.7949801575386,-910.7949801575386,0.0,0.0,0.0,1057897.74425969
209,2020-08-18,1073032.3057697439,1037572.9796807771,1110164.4888533081,1042977.7494641966,1106714.4539003985,-949.2793479607438,-949.2793479607438,-949.2793479607438,-949.2793479607438,-949.2793479607438,-949.2793479607438,0.0,0.0,0.0,1072083.026421783
210,2020-08-19,1087256.0722996402,1053210.7837345207,1125525.4478318053,1055635.3007775862,1123084.9403188531,-986.0768442749426,-986.0768442749426,-986.0768442749426,-986.0768442749426,-986.0768442749426,-986.0768442749426,0.0,0.0,0.0,1086269.9954553652
211,2020-08-20,1101479.8388295372,1063318.2155337513,1141233.830486205,1067955.1540046814,1139382.0115755443,-93.4643307455901,-93.4643307455901,-93.4643307455901,-93.4643307455901,-93.4643307455901,-93.4643307455901,0.0,0.0,0.0,1101386.3744987915
212,2020-08-21,1115703.6053594342,1076337.5364719762,1157130.9090772711,1080287.145062045,1154828.7891792632,397.7322624220254,397.7322624220254,397.7322624220254,397.7322624220254,397.7322624220254,397.7322624220254,0.0,0.0,0.0,1116101.3376218562
213,2020-08-22,1129927.37188933,1089826.68585141,1175779.9496198115,1092413.2333557557,1170295.4499149348,1216.527289523498,1216.527289523498,1216.527289523498,1216.527289523498,1216.527289523498,1216.527289523498,0.0,0.0,0.0,1131143.8991788535
214,2020-08-23,1144151.138419227,1101367.2106275316,1192537.2947923103,1104794.0742800666,1186703.5755215052,1325.3559511850624,1325.3559511850624,1325.3559511850624,1325.3559511850624,1325.3559511850624,1325.3559511850624,0.0,0.0,0.0,1145476.494370412
215,2020-08-24,1158374.904949124,1112461.2766262542,1204735.194202651,1117246.996808083,1203337.9012053127,-910.7949801521127,-910.7949801521127,-910.7949801521127,-910.7949801521127,-910.7949801521127,-910.7949801521127,0.0,0.0,0.0,1157464.109968972
216,2020-08-25,1172598.6714790203,1126774.5252608939,1223669.7085188148,1129397.2746631077,1219403.6784796193,-949.2793479601899,-949.2793479601899,-949.2793479601899,-949.2793479601899,-949.2793479601899,-949.2793479601899,0.0,0.0,0.0,1171649.3921310601
217,2020-08-26,1186822.4380089173,1141345.7048318712,1236171.4747443476,1141640.3093950597,1235935.9522893596,-986.0768442740927,-986.0768442740927,-986.0768442740927,-986.0768442740927,-986.0768442740927,-986.0768442740927,0.0,0.0,0.0,1185836.3611646432
218,2020-08-27,1201046.2045388129,1153251.0794855298,1251567.0659646685,1154094.611328346,1252177.3236603003,-93.46433074356402,-93.46433074356402,-93.46433074356402,-93.46433074356402,-93.46433074356402,-93.46433074356402,0.0,0.0,0.0,1200952.7402080693
219,2020-08-28,1215269.9710687099,1163156.072233063,1270435.3360565582,1167121.4683129548,1268510.397892313,397.7322624258047,397.7322624258047,397.7322624258047,397.7322624258047,397.7322624258047,397.7322624258047,0.0,0.0,0.0,1215667.7033311357
220,2020-08-29,1229493.7375986069,1178826.3414060224,1287023.3407650813,1179522.7046666746,1284838.2485328296,1216.5272895209425,1216.5272895209425,1216.5272895209425,1216.5272895209425,1216.5272895209425,1216.5272895209425,0.0,0.0,0.0,1230710.2648881278
221,2020-08-30,1243717.5041285031,1188095.5142653594,1306051.025899628,1191285.0758726816,1301291.8635691255,1325.3559511844787,1325.3559511844787,1325.3559511844787,1325.3559511844787,1325.3559511844787,1325.3559511844787,0.0,0.0,0.0,1245042.8600796876
